created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
"Thu Aug 31 22:17:51 +0000 2023;1697373157483753538;""@ch_chotimah2 @ganjarpranowo Lempar-lempar",,,,
"Thu Aug 31 22:14:53 +0000 2023;1697372410667045159;""Mari bersama kami para Nasionalis dan juga para Loyalis Gus Dur bersatu melangkahkan kaki bersama Yenny Wahid dan Khofifah berpijak Insha Allah",,,,
"Thu Aug 31 22:14:35 +0000 2023;1697372336666955800;""@ch_chotimah2 @ganjarpranowo Wah survei langsung meroket😆😆"";0;0;0;0;in;824729165433761793;1697088755205881940;Andika93927695;https://twitter.com/Andika93927695/status/1697372336666955800",,,,
"Thu Aug 31 22:13:22 +0000 2023;1697372031522951332;""@ganjarpranowo masih status jadi gubernur..... jalan dari japara menuju Bangsri","pajak motor bila telat kena sangsi....jadi gubernur kok tidak peka apalagi jadi presiden....kacau pak..."";0;0;0;0;in;1672735847349903360;1697372031522951332;jastrow_lekek;https://twitter.com/jastrow_lekek/status/1697372031522951332",,,
"Thu Aug 31 22:11:25 +0000 2023;1697371539522646108;""@kodal80332 @adearmando61 @ganjarpranowo Wkwkwk... Makhluk sampah ngelesss mulu.... 🤣🤣🤣 Kan elo nyalahin gubernurnya utk apa yg dilakukan masyarakatnya padahal kaga hubungannya. Eh sekalinya LGBT elo ngelessss.....   Makhluk sampah emang tokaiiiii. 🤣🤣🤣  Standar ganda... 🤣🤣🤣🤣"";0;0;0;0;in;1618834396970364929;1696769118765297767;MikaelHary;https://twitter.com/MikaelHary/status/1697371539522646108",,,,
"Thu Aug 31 22:08:26 +0000 2023;1697370788872208660;""Pak @ganjarpranowo pamit di Rapat Paripurna Terakhirnya Ungkap Obrolan dengan Presiden Jokowi  Ganjar Sebut SMKN Jateng Sebagai Terobosan utk Tingkatkan SDM dlm Rangka Pengentasan Kemiskinan yang bisa terealisasi atas kerjasama Pemprov Jateng dan DPRD #GanjarUntukSemua https://t.co/xJuSXCUWeg"";0;3;30;55;in;1385449485472395271;1697370788872208660;RstmBcl;https://twitter.com/RstmBcl/status/1697370788872208660",,,,
"Thu Aug 31 22:06:30 +0000 2023;1697370301036998913;""@ch_chotimah2 @Anak__Ogi @ganjarpranowo Pak GANJAR PRANOWO harus jadi presiden..karena ASLI JOWO..sesuai dg JANGKA JAYABAYA..*NOTONEGORO*"";0;0;0;0;in;1490330192564596739;1697082240038281352;pranyoto_setyo;https://twitter.com/pranyoto_setyo/status/1697370301036998913",,,,
"Thu Aug 31 22:06:03 +0000 2023;1697370189409689687;""@YepryR @ch_chotimah2 @ekowboy2 @ganjarpranowo KALAU MAU MEMBUKTIKAN KASIH VIDEO YANG JALAS NAPA NLOK GOBLOK",,,,
"Thu Aug 31 22:05:06 +0000 2023;1697369951206854972;""Harga diri Perempuan NU itu tinggi sekali Bu Yenny Wahid dan Bu Khofifah menolak tawaran posisi Cawapres Artinya : Mari berpihak pada langkah 2 Perempuan ini dimana beliau²nya berpihak  Tentunya di Kubu Ganjar Pranowo 🤟 https://t.co/GLc6rJ8GKb"";0;1;0;11;in;1508676971584421889;1697369951206854972;Simbok_Dharmi;https://twitter.com/Simbok_Dharmi/status/1697369951206854972",,,,
"Thu Aug 31 22:04:32 +0000 2023;1697369808298487913;""@ch_chotimah2 @ganjarpranowo Itukan Pak'e pilih Ganjar. Yg laen kagak..🤣😂"";0;0;0;0;in;816631519234007040;1697088755205881940;RizaPermadi1;https://twitter.com/RizaPermadi1/status/1697369808298487913",,,,
"Thu Aug 31 22:02:23 +0000 2023;1697369267052949587;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Kepras dan Urug bahu jalan Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/sQsUX2EXgn"";0;0;0;0;in;1424916875696230406;1697369267052949587;bpjmagelang;https://twitter.com/bpjmagelang/status/1697369267052949587",,,,
"Thu Aug 31 22:02:19 +0000 2023;1697369250502250627;""@panjianom102 @YepryR @ch_chotimah2 @ekowboy2 @ganjarpranowo Yang ini ya🤔 https://t.co/Os0SWqTmTT"";0;0;0;0;in;1663511973471064064;1651422646087880705;adhitya_ra49303;https://twitter.com/adhitya_ra49303/status/1697369250502250627",,,,
"Thu Aug 31 22:02:09 +0000 2023;1697369207237918875;""Seperti TANDA2 ALAM  @jokowi pernah bicara DUA KALI lawan @prabowo dan MENANG...",,,,
"Thu Aug 31 22:01:50 +0000 2023;1697369128712208487;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Kepras dan Urug bahu jalan Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/RqJJY0hHOC"";0;0;0;0;in;1424916875696230406;1697369128712208487;bpjmagelang;https://twitter.com/bpjmagelang/status/1697369128712208487",,,,
"Thu Aug 31 22:01:17 +0000 2023;1697368991407493270;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Kepras dan Urug bahu jalan Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/VjD99o9rVr"";0;0;0;0;in;1424916875696230406;1697368991407493270;bpjmagelang;https://twitter.com/bpjmagelang/status/1697368991407493270",,,,
"Thu Aug 31 22:00:07 +0000 2023;1697368694866026687;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Normalisasi Saluran Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/zpIoEGahQX"";0;0;0;0;in;1424916875696230406;1697368694866026687;bpjmagelang;https://twitter.com/bpjmagelang/status/1697368694866026687",,,,
"Thu Aug 31 22:00:02 +0000 2023;1697368674745884751;""@RD_4WR1212 Dia jd king maker nah @jokowi hrs menang lawan org ini kl kalah mk jkw kalah makanya jkw hrs solid dkng @ganjarpranowo dan @PDI_Perjuangan sdh solid tinggal jkw jgn ada endose2 ke wo lg kl mau gabungkan GP dan Wo maka lbh baik dan sy akan dkng tp kl dibalik maka sy n anak2 golput"";0;1;81;1;in;1603512211346845698;1697309973775368355;ivan999vcd_ivan;https://twitter.com/ivan999vcd_ivan/status/1697368674745884751",,,,
"Thu Aug 31 21:59:54 +0000 2023;1697368641459962235;""@ch_chotimah2 @AgusYudhoyono Siapapun capresnya asal ada cak @cakimiNOW dipastikan GATOT =GAGAL TOTAL",,,,
"Thu Aug 31 21:59:30 +0000 2023;1697368542088396880;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Normalisasi Saluran Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/4ZC1cLXz0k"";0;0;0;0;in;1424916875696230406;1697368542088396880;bpjmagelang;https://twitter.com/bpjmagelang/status/1697368542088396880",,,,
"Thu Aug 31 21:59:09 +0000 2023;1697368451667616247;""@DemokrasiMartir @prabowo @cak_imin @ganjarpranowo @Gerindra @DPP_PKB Kirain pilih Novel Bamukmin",,,,
"Thu Aug 31 21:58:51 +0000 2023;1697368379726970906;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Normalisasi Saluran Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/OqV49S9KHB"";0;0;0;0;in;1424916875696230406;1697368379726970906;bpjmagelang;https://twitter.com/bpjmagelang/status/1697368379726970906",,,,
"Thu Aug 31 21:58:49 +0000 2023;1697368370646270063;""@MarahIchsan 🇮🇩 Pimimpin yang bersungguh sungguh peduli sama rakyat kecil",,,,
"Thu Aug 31 21:58:19 +0000 2023;1697368242728444330;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Normalisasi Saluran Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/oC0j1CPjQW"";0;0;0;0;in;1424916875696230406;1697368242728444330;bpjmagelang;https://twitter.com/bpjmagelang/status/1697368242728444330",,,,
"Thu Aug 31 21:57:46 +0000 2023;1697368103490072768;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Normalisasi Saluran Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/FsKAknte0m"";0;0;0;0;in;1424916875696230406;1697368103490072768;bpjmagelang;https://twitter.com/bpjmagelang/status/1697368103490072768",,,,
"Thu Aug 31 21:57:12 +0000 2023;1697367964306301421;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Normalisasi Saluran Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/gIoLdPR3XT"";0;0;0;0;in;1424916875696230406;1697367964306301421;bpjmagelang;https://twitter.com/bpjmagelang/status/1697367964306301421",,,,
"Thu Aug 31 21:56:35 +0000 2023;1697367808873730292;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Normalisasi Saluran Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/aNL1sqf6Wj"";0;0;0;0;in;1424916875696230406;1697367808873730292;bpjmagelang;https://twitter.com/bpjmagelang/status/1697367808873730292",,,,
"Thu Aug 31 21:55:27 +0000 2023;1697367521840750925;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Pembersihan Jembatan Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/iAppHbugsc"";0;0;0;0;in;1424916875696230406;1697367521840750925;bpjmagelang;https://twitter.com/bpjmagelang/status/1697367521840750925",,,,
"Thu Aug 31 21:55:23 +0000 2023;1697367503939523052;""@ganjarpranowo Inii kampanye apaa tugas pokok?"";0;0;0;0;in;1111459420968353792;1697072198568337861;BacotAjaDuluCoy;https://twitter.com/BacotAjaDuluCoy/status/1697367503939523052",,,,
"Thu Aug 31 21:54:51 +0000 2023;1697367370166391133;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Pembersihan Jembatan Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/5P87VAVRpE"";0;0;0;0;in;1424916875696230406;1697367370166391133;bpjmagelang;https://twitter.com/bpjmagelang/status/1697367370166391133",,,,
"Thu Aug 31 21:54:00 +0000 2023;1697367157473206531;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Pembersihan Jembatan Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/Wk2uPQxsim"";0;0;0;0;in;1424916875696230406;1697367157473206531;bpjmagelang;https://twitter.com/bpjmagelang/status/1697367157473206531",,,,
"Thu Aug 31 21:53:20 +0000 2023;1697366990619570368;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Pembersihan Jembatan Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/CGqEC3eHTh"";0;0;0;0;in;1424916875696230406;1697366990619570368;bpjmagelang;https://twitter.com/bpjmagelang/status/1697366990619570368",,,,
"Thu Aug 31 21:52:43 +0000 2023;1697366832876040462;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Pembersihan Jembatan Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/Eo6Le6dMOK"";0;0;0;0;in;1424916875696230406;1697366832876040462;bpjmagelang;https://twitter.com/bpjmagelang/status/1697366832876040462",,,,
"Thu Aug 31 21:52:02 +0000 2023;1697366662042058918;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Pembersihan Jembatan Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/MOXTlkjJDZ"";0;0;0;0;in;1424916875696230406;1697366662042058918;bpjmagelang;https://twitter.com/bpjmagelang/status/1697366662042058918",,,,
"Thu Aug 31 21:51:38 +0000 2023;1697366559872950776;""@Verraagustian_ Itulah politik beda kita yg rakyat biasa mau apapun tetap @ganjarpranowo kl buzer beda lg pagi makan tahu sore makan tempe dan partai semua begitu nanti nyerang nanti nyanjung kl sy konsisten dkng GP dan anak2 sy tetap ikut sy"";0;0;89;1;in;1603512211346845698;1697290053314396342;ivan999vcd_ivan;https://twitter.com/ivan999vcd_ivan/status/1697366559872950776",,,,
"Thu Aug 31 21:51:25 +0000 2023;1697366505930055960;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Pembersihan Jembatan Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/dROGPKvbJS"";0;0;0;0;in;1424916875696230406;1697366505930055960;bpjmagelang;https://twitter.com/bpjmagelang/status/1697366505930055960",,,,
"Thu Aug 31 21:50:45 +0000 2023;1697366337914577274;""@ganjarpranowo @jokowi Mantab Jokowi Presiden terbaik Dunia ❤️"";0;0;0;0;in;1445416761260601346;1696558010145952093;MariaEyyi;https://twitter.com/MariaEyyi/status/1697366337914577274",,,,
"Thu Aug 31 21:50:20 +0000 2023;1697366233736478899;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Pembersihan Jembatan Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/SDsipR8nR0"";0;0;0;0;in;1424916875696230406;1697366233736478899;bpjmagelang;https://twitter.com/bpjmagelang/status/1697366233736478899",,,,
"Thu Aug 31 21:49:44 +0000 2023;1697366081508434265;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Pembersihan Jembatan Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/iZ1T4M0Gc3"";0;0;0;0;in;1424916875696230406;1697366081508434265;bpjmagelang;https://twitter.com/bpjmagelang/status/1697366081508434265",,,,
"Thu Aug 31 21:49:08 +0000 2023;1697365934422601871;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Pembersihan Jembatan Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/dFiX9JlDDr"";0;0;0;0;in;1424916875696230406;1697365934422601871;bpjmagelang;https://twitter.com/bpjmagelang/status/1697365934422601871",,,,
"Thu Aug 31 21:48:06 +0000 2023;1697365673700471043;""@nongandah @GunRomli @ganjarpranowo Semangat terus bapak gunromli semoga semua perjuangannya membuahkan hasil yang setimpal"";0;0;0;0;in;1661618140575600640;1696783460466311309;elrbc12379;https://twitter.com/elrbc12379/status/1697365673700471043",,,,
"Thu Aug 31 21:47:49 +0000 2023;1697365599670649047;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Potong Rumput Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/BXMAXOJSUI"";0;0;0;0;in;1424916875696230406;1697365599670649047;bpjmagelang;https://twitter.com/bpjmagelang/status/1697365599670649047",,,,
"Thu Aug 31 21:47:33 +0000 2023;1697365534638293188;""@ganjarpranowo Mantab"";0;0;0;0;da;1445416761260601346;1696765943270281409;MariaEyyi;https://twitter.com/MariaEyyi/status/1697365534638293188",,,,
"Thu Aug 31 21:47:11 +0000 2023;1697365443626008960;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Potong Rumput Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/JHjswVCKXX"";0;0;0;0;in;1424916875696230406;1697365443626008960;bpjmagelang;https://twitter.com/bpjmagelang/status/1697365443626008960",,,,
"Thu Aug 31 21:46:14 +0000 2023;1697365204722651170;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Potong Rumput Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/QDK6mC2mro"";0;0;0;0;in;1424916875696230406;1697365204722651170;bpjmagelang;https://twitter.com/bpjmagelang/status/1697365204722651170",,,,
"Thu Aug 31 21:46:09 +0000 2023;1697365182878810437;""@Paltiwest @nongandah @ganjarpranowo Wkwkwk drama biar narik simpati 🤣"";0;0;0;0;in;4859508591;1697208474974007512;Gunawanpark;https://twitter.com/Gunawanpark/status/1697365182878810437",,,,
"Thu Aug 31 21:46:05 +0000 2023;1697365166118301897;""@GunRomli @jokowi @ganjarpranowo Udah pada Mau pensiun baru kagun.. tae lo PDI wkwkwk"";0;0;0;0;in;2232222276;1697056407722594691;brochandra;https://twitter.com/brochandra/status/1697365166118301897",,,,
"Thu Aug 31 21:45:34 +0000 2023;1697365034580476360;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Potong Rumput Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/y3VVFkl4In"";0;0;0;0;in;1424916875696230406;1697365034580476360;bpjmagelang;https://twitter.com/bpjmagelang/status/1697365034580476360",,,,
"Thu Aug 31 21:44:55 +0000 2023;1697364870054990276;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Potong Rumput Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/8wJx0wjrwt"";0;0;0;0;in;1424916875696230406;1697364870054990276;bpjmagelang;https://twitter.com/bpjmagelang/status/1697364870054990276",,,,
"Thu Aug 31 21:44:27 +0000 2023;1697364753952498123;""@ganjarpranowo @jokowi Ada juga capres jualannya cuma Endorse jokowi..😂😂😂 nga salah emanng.. Memang sih menurut penelitian Penyuka bokep itu cenderung tidak percaya diri"";0;0;1;5;in;2232222276;1697107772264087580;brochandra;https://twitter.com/brochandra/status/1697364753952498123",,,,
"Thu Aug 31 21:44:04 +0000 2023;1697364656921399357;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Potong Rumput Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/H80MZ5PNyV"";0;0;0;0;in;1424916875696230406;1697364656921399357;bpjmagelang;https://twitter.com/bpjmagelang/status/1697364656921399357",,,,
"Thu Aug 31 21:43:20 +0000 2023;1697364471055089828;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Potong Rumput Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/B2pZR8WSFz"";0;0;0;0;in;1424916875696230406;1697364471055089828;bpjmagelang;https://twitter.com/bpjmagelang/status/1697364471055089828",,,,
"Thu Aug 31 21:42:38 +0000 2023;1697364294646866103;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Potong Rumput Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/6Aksno1Ujk"";0;0;0;0;in;1424916875696230406;1697364294646866103;bpjmagelang;https://twitter.com/bpjmagelang/status/1697364294646866103",,,,
"Thu Aug 31 21:42:32 +0000 2023;1697364271171338446;""@ganjarpranowo Setuju pak..."";0;0;0;0;in;3748204332;1696765943270281409;fiar_achmad;https://twitter.com/fiar_achmad/status/1697364271171338446",,,,
"Thu Aug 31 21:42:00 +0000 2023;1697364135313580226;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Potong Rumput Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/I93sj9wE34"";0;0;0;0;in;1424916875696230406;1697364135313580226;bpjmagelang;https://twitter.com/bpjmagelang/status/1697364135313580226",,,,
"Thu Aug 31 21:41:16 +0000 2023;1697363951326306567;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Potong Rumput Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/I1wfvF5OLs"";0;0;0;0;in;1424916875696230406;1697363951326306567;bpjmagelang;https://twitter.com/bpjmagelang/status/1697363951326306567",,,,
"Thu Aug 31 21:40:31 +0000 2023;1697363764742353042;""Sahabat #Jalancantik #JatengGayeng Pekerjaan Potong Rumput Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. @dpubmckjateng @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/4wnXpRoVUb"";0;0;0;0;in;1424916875696230406;1697363764742353042;bpjmagelang;https://twitter.com/bpjmagelang/status/1697363764742353042",,,,
"Thu Aug 31 21:40:16 +0000 2023;1697363699273765106;""@ganjarpranowo Pak jalan menuju Ds. Ngajaran Dk. Kaliprak sudah jelek banget pak dari tahun 2021 pak sudah hancur sehancur hancurnya pak mohon bantuannya pak 🙏🙏🙏🙏😊"";0;0;0;0;in;1676251204702330880;1694284390015349058;lisa_sa70393;https://twitter.com/lisa_sa70393/status/1697363699273765106",,,,
"Thu Aug 31 21:38:39 +0000 2023;1697363295316087150;""3. Koalisi PDIP", bisa jadi PPP akan keluar dari Koalisi PDIP. Lalu kemana PPP berlabuh,,,
"Thu Aug 31 21:37:45 +0000 2023;1697363066185474049;""@PDemokrat @AgusYudhoyono @ganjarpranowo @prabowo @aniesbaswedan @cakimiNOW @PKSejahtera @yennywahid @DPP_PKB Kalau aku hanya menunggu reaksi dari  Efendy Choiri kalau bener cak Imin mendampingi Anis.😁😁😁😁😁😁😁"";0;0;0;0;in;1614969404412002304;1697212603377086748;sahid_zakaria;https://twitter.com/sahid_zakaria/status/1697363066185474049",,,,
"Thu Aug 31 21:35:23 +0000 2023;1697362471151894824;""@PDemokrat @AgusYudhoyono @ganjarpranowo @prabowo @aniesbaswedan @cakimiNOW @PKSejahtera @yennywahid Blm lagi orientasi politik warga NU yg sedikit nyeleneh kalau tidak bisa dibilang aneh. Semua sepakat warga NU adalah pendukung @DPP_PKB tetapi kalau disuruh memilih @cakimiNOW menjadi capres atau cawapres nanti dulu kalau tidak suka dibilang tidak mau.😁😁😁😁😁"";0;1;0;0;in;1614969404412002304;1697212603377086748;sahid_zakaria;https://twitter.com/sahid_zakaria/status/1697362471151894824",,,,
"Thu Aug 31 21:33:15 +0000 2023;1697361935489282269;""@BungkusTukang @ganjarpranowo Mimpinya orang-orang goblok sperti pendukungnya ganjar",,,,
"Thu Aug 31 21:29:39 +0000 2023;1697361029154447703;""@PDemokrat @AgusYudhoyono @ganjarpranowo @prabowo @aniesbaswedan @cakimiNOW @PKSejahtera Belum lagi faktor Gusdur",,,,
"Thu Aug 31 21:27:30 +0000 2023;1697360490278871425;""GANJAR PRANOWO - 2 kali Legislator - 2 kali Gubernur - TIDAK PERNAH DIPECAT - Anti Intoleransi dan Radikalisme - Bersih dari Pelanggaran HAM - Berprestasi . Jelang Pengumuman Capres dan Cawapres",,,,
"Thu Aug 31 21:26:42 +0000 2023;1697360287735935256;""@PDemokrat @AgusYudhoyono @ganjarpranowo @prabowo Kalau @aniesbaswedan dan @cakimiNOW maju sebagai pasangan kemungkinan menang  juga sangat tipis kalau nda mau dibilang tidak ada. Mau berharap mendulang suara dari kaum NU sepertinya akan sulit karena ad @PKSejahtera dlm koalisi tersebut."";0;1;0;0;in;1614969404412002304;1697212603377086748;sahid_zakaria;https://twitter.com/sahid_zakaria/status/1697360287735935256",,,,
"Thu Aug 31 21:23:16 +0000 2023;1697359421494759434;""@PDemokrat Ambil hikmahnya saja sedari awal SP nda suka @AgusYudhoyono lebih baik tahu sekarang dari pada nanti pas hari H pendaftaran. Paling realistis sekarang merapat ke @ganjarpranowo atau @prabowo. 😁😁😁😁😁"";0;1;0;0;in;1614969404412002304;1697212603377086748;sahid_zakaria;https://twitter.com/sahid_zakaria/status/1697359421494759434",,,,
"Thu Aug 31 21:23:15 +0000 2023;1697359420702044611;""Untuk mas @ganjarpranowo dan Bpk @prabowo selamat berkonstentasi merebut hati rakyat untuk meraih kemenangan di thn politik 2024 mendatang. Cc @PDemokrat @AgusYudhoyono @JatimDemokrat @Andiarief__  ""politic is the arts of possible""",,,,
"Thu Aug 31 21:21:20 +0000 2023;1697358936498937934;""@ch_chotimah2 @ganjarpranowo Proyek pencitraan koq disanjung2",,,,
"Thu Aug 31 21:20:42 +0000 2023;1697358776880497151;""@ch_chotimah2 @Anak__Ogi @ganjarpranowo Cuma pak Ganjar yg gaya kepemimpinannya mirip sekali dg pak Jokowi 👍💖🇮🇩"";0;0;0;0;in;1225102307798339584;1697082240038281352;BoyMart78237185;https://twitter.com/BoyMart78237185/status/1697358776880497151",,,,
